sentence,prompt
"Hoffman , who portrays an autistic savant in the movie , returned the favor and called the Fresno boy Monday , talking with Brent and his family for 20 minutes .","boy Monday , talking is not a named entity ."
"Andrews Lock and Dam , Henry County , Ala. ;",Andrews Lock and Dam is a/an location entity .
"Andrews Lock and Dam , Henry County , Ala. ;",Henry County is a/an location entity .
"Andrews Lock and Dam , Henry County , Ala. ;",Ala. is a/an location entity .
"Andrews Lock and Dam , Henry County , Ala. ;","and Dam , is not a named entity ."
"Andrews Lock and Dam , Henry County , Ala. ;",", Henry is not a named entity ."
"Andrews Lock and Dam , Henry County , Ala. ;",Ala. ; is not a named entity .
"Andrews Lock and Dam , Henry County , Ala. ;",; is not a named entity .
"Andrews Lock and Dam , Henry County , Ala. ;","Lock and Dam , Henry County , is not a named entity ."
"Andrews Lock and Dam , Henry County , Ala. ;",Andrews Lock and is not a named entity .
"Only Booth was successful , shooting Lincoln at 10 : 15 p.m. on April 14 .",Booth is a/an person entity .
"Only Booth was successful , shooting Lincoln at 10 : 15 p.m. on April 14 .",Lincoln is a/an person entity .
"Only Booth was successful , shooting Lincoln at 10 : 15 p.m. on April 14 .",April is a/an other entity .
"Only Booth was successful , shooting Lincoln at 10 : 15 p.m. on April 14 .",at 10 : is not a named entity .
"Only Booth was successful , shooting Lincoln at 10 : 15 p.m. on April 14 .",p.m. on is not a named entity .
"Only Booth was successful , shooting Lincoln at 10 : 15 p.m. on April 14 .",: 15 p.m. is not a named entity .
"Only Booth was successful , shooting Lincoln at 10 : 15 p.m. on April 14 .",on April 14 . is not a named entity .
"Only Booth was successful , shooting Lincoln at 10 : 15 p.m. on April 14 .",", shooting is not a named entity ."
"Only Booth was successful , shooting Lincoln at 10 : 15 p.m. on April 14 .","was successful , shooting Lincoln at 10 : is not a named entity ."
"NIAGARA FALLS , N.Y .",NIAGARA FALLS is a/an location entity .
"NIAGARA FALLS , N.Y .",N.Y . is a/an location entity .
"NIAGARA FALLS , N.Y .",FALLS is not a named entity .
"NIAGARA FALLS , N.Y .",", is not a named entity ."
"NIAGARA FALLS , N.Y .","NIAGARA FALLS , is not a named entity ."
"NIAGARA FALLS , N.Y .","FALLS , N.Y . is not a named entity ."
"BRUSSELS , Belgium ( AP )",BRUSSELS is a/an location entity .
"BRUSSELS , Belgium ( AP )",Belgium is a/an location entity .
"BRUSSELS , Belgium ( AP )",AP is a/an organization entity .
"BRUSSELS , Belgium ( AP )",( is not a named entity .
"BRUSSELS , Belgium ( AP )",AP ) is not a named entity .
"BRUSSELS , Belgium ( AP )",", Belgium ( is not a named entity ."
"BRUSSELS , Belgium ( AP )",", is not a named entity ."
"BRUSSELS , Belgium ( AP )","BRUSSELS , Belgium ( AP is not a named entity ."
"BRUSSELS , Belgium ( AP )",( AP is not a named entity .
Kiev PRAVDA UKRAINY,Kiev is a/an location entity .
Kiev PRAVDA UKRAINY,PRAVDA UKRAINY is a/an organization entity .
Kiev PRAVDA UKRAINY,Kiev PRAVDA UKRAINY is not a named entity .
Kiev PRAVDA UKRAINY,UKRAINY is not a named entity .
Kiev PRAVDA UKRAINY,PRAVDA is not a named entity .
Kiev PRAVDA UKRAINY,Kiev PRAVDA is not a named entity .
"In 1846 , ` ` Buffalo Bill ' ' Cody was born near Davenport , Iowa.",Buffalo Bill is a/an person entity .
"In 1846 , ` ` Buffalo Bill ' ' Cody was born near Davenport , Iowa.",Cody is a/an person entity .
"In 1846 , ` ` Buffalo Bill ' ' Cody was born near Davenport , Iowa.","Davenport , Iowa. is a/an location entity ."
"In 1846 , ` ` Buffalo Bill ' ' Cody was born near Davenport , Iowa.",' Cody was born near Davenport is not a named entity .
"In 1846 , ` ` Buffalo Bill ' ' Cody was born near Davenport , Iowa.",' Cody was is not a named entity .
"In 1846 , ` ` Buffalo Bill ' ' Cody was born near Davenport , Iowa.",was born is not a named entity .
"In 1846 , ` ` Buffalo Bill ' ' Cody was born near Davenport , Iowa.",' Cody is not a named entity .
"In 1846 , ` ` Buffalo Bill ' ' Cody was born near Davenport , Iowa.","Davenport , is not a named entity ."
"In 1846 , ` ` Buffalo Bill ' ' Cody was born near Davenport , Iowa.","near Davenport , Iowa. is not a named entity ."
"DAYTON , Ohio ( AP )",DAYTON is a/an location entity .
"DAYTON , Ohio ( AP )",Ohio is a/an location entity .
"DAYTON , Ohio ( AP )",AP is a/an organization entity .
"DAYTON , Ohio ( AP )",Ohio ( AP ) is not a named entity .
"DAYTON , Ohio ( AP )",", Ohio ( is not a named entity ."
"DAYTON , Ohio ( AP )","DAYTON , Ohio ( is not a named entity ."
"DAYTON , Ohio ( AP )",Ohio ( is not a named entity .
"DAYTON , Ohio ( AP )","DAYTON , is not a named entity ."
"DAYTON , Ohio ( AP )",( is not a named entity .
"FAA Administrator Allan McArtor issued the order after the British Civil Aviation Authority ordered similar checks for three types of aircraft flown by British carriers , including the same two models of the 737 and the Airbus A320 .",FAA is a/an organization entity .
"FAA Administrator Allan McArtor issued the order after the British Civil Aviation Authority ordered similar checks for three types of aircraft flown by British carriers , including the same two models of the 737 and the Airbus A320 .",Allan McArtor is a/an person entity .
"FAA Administrator Allan McArtor issued the order after the British Civil Aviation Authority ordered similar checks for three types of aircraft flown by British carriers , including the same two models of the 737 and the Airbus A320 .",British Civil Aviation Authority is a/an organization entity .
"FAA Administrator Allan McArtor issued the order after the British Civil Aviation Authority ordered similar checks for three types of aircraft flown by British carriers , including the same two models of the 737 and the Airbus A320 .",Airbus is a/an organization entity .
"FAA Administrator Allan McArtor issued the order after the British Civil Aviation Authority ordered similar checks for three types of aircraft flown by British carriers , including the same two models of the 737 and the Airbus A320 .",including the same is not a named entity .
"FAA Administrator Allan McArtor issued the order after the British Civil Aviation Authority ordered similar checks for three types of aircraft flown by British carriers , including the same two models of the 737 and the Airbus A320 .",Aviation Authority is not a named entity .
"FAA Administrator Allan McArtor issued the order after the British Civil Aviation Authority ordered similar checks for three types of aircraft flown by British carriers , including the same two models of the 737 and the Airbus A320 .",three types is not a named entity .
"FAA Administrator Allan McArtor issued the order after the British Civil Aviation Authority ordered similar checks for three types of aircraft flown by British carriers , including the same two models of the 737 and the Airbus A320 .",three types of aircraft flown by British carriers is not a named entity .
"FAA Administrator Allan McArtor issued the order after the British Civil Aviation Authority ordered similar checks for three types of aircraft flown by British carriers , including the same two models of the 737 and the Airbus A320 .",by British carriers is not a named entity .
"FAA Administrator Allan McArtor issued the order after the British Civil Aviation Authority ordered similar checks for three types of aircraft flown by British carriers , including the same two models of the 737 and the Airbus A320 .",British Civil Aviation Authority ordered similar is not a named entity .
"FAA Administrator Allan McArtor issued the order after the British Civil Aviation Authority ordered similar checks for three types of aircraft flown by British carriers , including the same two models of the 737 and the Airbus A320 .",after the British Civil is not a named entity .
"FAA Administrator Allan McArtor issued the order after the British Civil Aviation Authority ordered similar checks for three types of aircraft flown by British carriers , including the same two models of the 737 and the Airbus A320 .",two models of the is not a named entity .
"On Dec. 14 , rescuers pulled a mother , Susanna Petrosyan , and her 4-year-old daughter , Gayaney , out of the rubble in Leninakan .","Dec. 14 , is a/an other entity ."
"On Dec. 14 , rescuers pulled a mother , Susanna Petrosyan , and her 4-year-old daughter , Gayaney , out of the rubble in Leninakan .",Susanna Petrosyan is a/an person entity .
