sentence,prompt
CRICKET - LEICESTERSHIRE TAKE OVER AT TOP AFTER INNINGS VICTORY .,"TL;DR , LEICESTERSHIRE is an organization entity ."
The Republic of Ireland 's new-look side dispelled painful memories of their last visit to Liechtenstein by beating the Alpine part-timers 5-0 in a World Cup qualifier on Saturday .,"TL;DR , dispelled painful memories is not a named entity ."
The Republic of Ireland 's new-look side dispelled painful memories of their last visit to Liechtenstein by beating the Alpine part-timers 5-0 in a World Cup qualifier on Saturday .,"TL;DR , a is not a named entity ."
The Republic of Ireland 's new-look side dispelled painful memories of their last visit to Liechtenstein by beating the Alpine part-timers 5-0 in a World Cup qualifier on Saturday .,"TL;DR , part-timers 5-0 in a World is not a named entity ."
The Republic of Ireland 's new-look side dispelled painful memories of their last visit to Liechtenstein by beating the Alpine part-timers 5-0 in a World Cup qualifier on Saturday .,"TL;DR , in a World Cup is not a named entity ."
The Republic of Ireland 's new-look side dispelled painful memories of their last visit to Liechtenstein by beating the Alpine part-timers 5-0 in a World Cup qualifier on Saturday .,"TL;DR , side dispelled painful memories is not a named entity ."
The Republic of Ireland 's new-look side dispelled painful memories of their last visit to Liechtenstein by beating the Alpine part-timers 5-0 in a World Cup qualifier on Saturday .,"TL;DR , of their last visit to is not a named entity ."
The Republic of Ireland 's new-look side dispelled painful memories of their last visit to Liechtenstein by beating the Alpine part-timers 5-0 in a World Cup qualifier on Saturday .,"TL;DR , Liechtenstein by beating the is not a named entity ."
"The Irish "","" under new manager Mick McCarthy "","" took a 4-0 lead within 20 minutes through captain Andy Townsend "","" 20-year-old Norwich striker Keith O'Neill "","" Sunderland forward Niall Quinn and teenager Ian Harte .","TL;DR , Irish is an other entity ."
"The Irish "","" under new manager Mick McCarthy "","" took a 4-0 lead within 20 minutes through captain Andy Townsend "","" 20-year-old Norwich striker Keith O'Neill "","" Sunderland forward Niall Quinn and teenager Ian Harte .","TL;DR , Mick McCarthy is a person entity ."
"The Irish "","" under new manager Mick McCarthy "","" took a 4-0 lead within 20 minutes through captain Andy Townsend "","" 20-year-old Norwich striker Keith O'Neill "","" Sunderland forward Niall Quinn and teenager Ian Harte .","TL;DR , Andy Townsend is a person entity ."
"The Irish "","" under new manager Mick McCarthy "","" took a 4-0 lead within 20 minutes through captain Andy Townsend "","" 20-year-old Norwich striker Keith O'Neill "","" Sunderland forward Niall Quinn and teenager Ian Harte .","TL;DR , Norwich is an organization entity ."
"The Irish "","" under new manager Mick McCarthy "","" took a 4-0 lead within 20 minutes through captain Andy Townsend "","" 20-year-old Norwich striker Keith O'Neill "","" Sunderland forward Niall Quinn and teenager Ian Harte .","TL;DR , Keith O'Neill is a person entity ."
"The Irish "","" under new manager Mick McCarthy "","" took a 4-0 lead within 20 minutes through captain Andy Townsend "","" 20-year-old Norwich striker Keith O'Neill "","" Sunderland forward Niall Quinn and teenager Ian Harte .","TL;DR , Sunderland is an organization entity ."
"The Irish "","" under new manager Mick McCarthy "","" took a 4-0 lead within 20 minutes through captain Andy Townsend "","" 20-year-old Norwich striker Keith O'Neill "","" Sunderland forward Niall Quinn and teenager Ian Harte .","TL;DR , Niall Quinn is a person entity ."
"The Irish "","" under new manager Mick McCarthy "","" took a 4-0 lead within 20 minutes through captain Andy Townsend "","" 20-year-old Norwich striker Keith O'Neill "","" Sunderland forward Niall Quinn and teenager Ian Harte .","TL;DR , Ian Harte is a person entity ."
"The Irish "","" under new manager Mick McCarthy "","" took a 4-0 lead within 20 minutes through captain Andy Townsend "","" 20-year-old Norwich striker Keith O'Neill "","" Sunderland forward Niall Quinn and teenager Ian Harte .","TL;DR , forward Niall Quinn and teenager is not a named entity ."
"The Irish "","" under new manager Mick McCarthy "","" took a 4-0 lead within 20 minutes through captain Andy Townsend "","" 20-year-old Norwich striker Keith O'Neill "","" Sunderland forward Niall Quinn and teenager Ian Harte .","TL;DR , striker is not a named entity ."
"The Irish "","" under new manager Mick McCarthy "","" took a 4-0 lead within 20 minutes through captain Andy Townsend "","" 20-year-old Norwich striker Keith O'Neill "","" Sunderland forward Niall Quinn and teenager Ian Harte .","TL;DR , Norwich striker Keith O'Neill is not a named entity ."
"The Irish "","" under new manager Mick McCarthy "","" took a 4-0 lead within 20 minutes through captain Andy Townsend "","" 20-year-old Norwich striker Keith O'Neill "","" Sunderland forward Niall Quinn and teenager Ian Harte .","TL;DR , within 20 minutes is not a named entity ."
"The Irish "","" under new manager Mick McCarthy "","" took a 4-0 lead within 20 minutes through captain Andy Townsend "","" 20-year-old Norwich striker Keith O'Neill "","" Sunderland forward Niall Quinn and teenager Ian Harte .","TL;DR , manager Mick McCarthy "","" took is not a named entity ."
"The Irish "","" under new manager Mick McCarthy "","" took a 4-0 lead within 20 minutes through captain Andy Townsend "","" 20-year-old Norwich striker Keith O'Neill "","" Sunderland forward Niall Quinn and teenager Ian Harte .","TL;DR , O'Neill "","" Sunderland is not a named entity ."
"The Irish "","" under new manager Mick McCarthy "","" took a 4-0 lead within 20 minutes through captain Andy Townsend "","" 20-year-old Norwich striker Keith O'Neill "","" Sunderland forward Niall Quinn and teenager Ian Harte .","TL;DR , Sunderland forward Niall is not a named entity ."
"The Irish "","" under new manager Mick McCarthy "","" took a 4-0 lead within 20 minutes through captain Andy Townsend "","" 20-year-old Norwich striker Keith O'Neill "","" Sunderland forward Niall Quinn and teenager Ian Harte .","TL;DR , within 20 minutes through captain Andy Townsend "","" is not a named entity ."
"The Irish "","" under new manager Mick McCarthy "","" took a 4-0 lead within 20 minutes through captain Andy Townsend "","" 20-year-old Norwich striker Keith O'Neill "","" Sunderland forward Niall Quinn and teenager Ian Harte .","TL;DR , "","" Sunderland forward Niall Quinn and teenager is not a named entity ."
"The Irish "","" under new manager Mick McCarthy "","" took a 4-0 lead within 20 minutes through captain Andy Townsend "","" 20-year-old Norwich striker Keith O'Neill "","" Sunderland forward Niall Quinn and teenager Ian Harte .","TL;DR , O'Neill "","" Sunderland forward Niall is not a named entity ."
"The Irish "","" under new manager Mick McCarthy "","" took a 4-0 lead within 20 minutes through captain Andy Townsend "","" 20-year-old Norwich striker Keith O'Neill "","" Sunderland forward Niall Quinn and teenager Ian Harte .","TL;DR , striker Keith O'Neill "","" is not a named entity ."
"The Irish "","" under new manager Mick McCarthy "","" took a 4-0 lead within 20 minutes through captain Andy Townsend "","" 20-year-old Norwich striker Keith O'Neill "","" Sunderland forward Niall Quinn and teenager Ian Harte .","TL;DR , Mick McCarthy "","" took a 4-0 lead within is not a named entity ."
"The Irish "","" under new manager Mick McCarthy "","" took a 4-0 lead within 20 minutes through captain Andy Townsend "","" 20-year-old Norwich striker Keith O'Neill "","" Sunderland forward Niall Quinn and teenager Ian Harte .","TL;DR , 20 minutes through is not a named entity ."
"The Irish "","" under new manager Mick McCarthy "","" took a 4-0 lead within 20 minutes through captain Andy Townsend "","" 20-year-old Norwich striker Keith O'Neill "","" Sunderland forward Niall Quinn and teenager Ian Harte .","TL;DR , a 4-0 is not a named entity ."
"The Irish "","" under new manager Mick McCarthy "","" took a 4-0 lead within 20 minutes through captain Andy Townsend "","" 20-year-old Norwich striker Keith O'Neill "","" Sunderland forward Niall Quinn and teenager Ian Harte .","TL;DR , manager Mick McCarthy "","" took a is not a named entity ."
"The Irish "","" under new manager Mick McCarthy "","" took a 4-0 lead within 20 minutes through captain Andy Townsend "","" 20-year-old Norwich striker Keith O'Neill "","" Sunderland forward Niall Quinn and teenager Ian Harte .","TL;DR , Ian Harte . is not a named entity ."
Quinn added his second and Ireland 's fifth just after the hour to complete the rout and give the Irish their biggest-ever away win .,"TL;DR , Quinn is a person entity ."
Quinn added his second and Ireland 's fifth just after the hour to complete the rout and give the Irish their biggest-ever away win .,"TL;DR , Ireland is a location entity ."
Quinn added his second and Ireland 's fifth just after the hour to complete the rout and give the Irish their biggest-ever away win .,"TL;DR , Irish is an other entity ."
Quinn added his second and Ireland 's fifth just after the hour to complete the rout and give the Irish their biggest-ever away win .,"TL;DR , and Ireland is not a named entity ."
Quinn added his second and Ireland 's fifth just after the hour to complete the rout and give the Irish their biggest-ever away win .,"TL;DR , rout and give the Irish is not a named entity ."
Quinn added his second and Ireland 's fifth just after the hour to complete the rout and give the Irish their biggest-ever away win .,"TL;DR , hour to is not a named entity ."
Quinn added his second and Ireland 's fifth just after the hour to complete the rout and give the Irish their biggest-ever away win .,"TL;DR , their biggest-ever away win is not a named entity ."
Quinn added his second and Ireland 's fifth just after the hour to complete the rout and give the Irish their biggest-ever away win .,"TL;DR , after the hour to complete is not a named entity ."
Quinn added his second and Ireland 's fifth just after the hour to complete the rout and give the Irish their biggest-ever away win .,"TL;DR , added is not a named entity ."
"The result helped erase memories of Ireland 's visit to the Eschen stadium 14 months ago "","" when Jack Charlton 's side were held to a frustrating 0-0 draw which ultimately cost them a place in the European championship finals .","TL;DR , Ireland is a location entity ."
"The result helped erase memories of Ireland 's visit to the Eschen stadium 14 months ago "","" when Jack Charlton 's side were held to a frustrating 0-0 draw which ultimately cost them a place in the European championship finals .","TL;DR , Eschen is a location entity ."
"The result helped erase memories of Ireland 's visit to the Eschen stadium 14 months ago "","" when Jack Charlton 's side were held to a frustrating 0-0 draw which ultimately cost them a place in the European championship finals .","TL;DR , Jack Charlton is a person entity ."
"The result helped erase memories of Ireland 's visit to the Eschen stadium 14 months ago "","" when Jack Charlton 's side were held to a frustrating 0-0 draw which ultimately cost them a place in the European championship finals .","TL;DR , European is an other entity ."
"The result helped erase memories of Ireland 's visit to the Eschen stadium 14 months ago "","" when Jack Charlton 's side were held to a frustrating 0-0 draw which ultimately cost them a place in the European championship finals .","TL;DR , helped erase memories of Ireland is not a named entity ."
"The result helped erase memories of Ireland 's visit to the Eschen stadium 14 months ago "","" when Jack Charlton 's side were held to a frustrating 0-0 draw which ultimately cost them a place in the European championship finals .","TL;DR , a place in the European championship finals . is not a named entity ."
"The result helped erase memories of Ireland 's visit to the Eschen stadium 14 months ago "","" when Jack Charlton 's side were held to a frustrating 0-0 draw which ultimately cost them a place in the European championship finals .","TL;DR , visit to the Eschen is not a named entity ."
