sentence,prompt
CRICKET - LEICESTERSHIRE TAKE OVER AT TOP AFTER INNINGS VICTORY .,"TL;DR , LEICESTERSHIRE is an organization entity ."
"South Africa - Tries : Joost van der Westhuizen ( 2 ) "","" Andre Joubert .","TL;DR , Joost van der Westhuizen is a person entity ."
"South Africa - Tries : Joost van der Westhuizen ( 2 ) "","" Andre Joubert .","TL;DR , Andre Joubert is a person entity ."
"South Africa - Tries : Joost van der Westhuizen ( 2 ) "","" Andre Joubert .","TL;DR , Andre Joubert . is not a named entity ."
"South Africa - Tries : Joost van der Westhuizen ( 2 ) "","" Andre Joubert .","TL;DR , ( 2 ) is not a named entity ."
"South Africa - Tries : Joost van der Westhuizen ( 2 ) "","" Andre Joubert .","TL;DR , 2 ) "","" is not a named entity ."
"South Africa - Tries : Joost van der Westhuizen ( 2 ) "","" Andre Joubert .","TL;DR , Joost van der Westhuizen ( 2 ) "","" is not a named entity ."
"South Africa - Tries : Joost van der Westhuizen ( 2 ) "","" Andre Joubert .","TL;DR , Africa - Tries : Joost van der Westhuizen is not a named entity ."
"South Africa - Tries : Joost van der Westhuizen ( 2 ) "","" Andre Joubert .","TL;DR , Joost van der Westhuizen ( 2 is not a named entity ."
Conversion : Henry Honiball .,"TL;DR , Henry Honiball is a person entity ."
Conversion : Henry Honiball .,"TL;DR , Honiball . is not a named entity ."
Conversion : Henry Honiball .,"TL;DR , : Henry is not a named entity ."
"Penalties : Honiball ( 2 ) "","" Joubert ( 3 ) .","TL;DR , Honiball is a person entity ."
"Penalties : Honiball ( 2 ) "","" Joubert ( 3 ) .","TL;DR , Joubert is a person entity ."
"Penalties : Honiball ( 2 ) "","" Joubert ( 3 ) .","TL;DR , "","" is not a named entity ."
"Penalties : Honiball ( 2 ) "","" Joubert ( 3 ) .","TL;DR , 3 ) is not a named entity ."
"Penalties : Honiball ( 2 ) "","" Joubert ( 3 ) .","TL;DR , "","" Joubert ( is not a named entity ."
"Penalties : Honiball ( 2 ) "","" Joubert ( 3 ) .","TL;DR , ) is not a named entity ."
"New Zealand - Tries : Sean Fitzpatrick "","" Walter Little "","" Justin Marshall .","TL;DR , New Zealand is a location entity ."
"New Zealand - Tries : Sean Fitzpatrick "","" Walter Little "","" Justin Marshall .","TL;DR , Sean Fitzpatrick is a person entity ."
"New Zealand - Tries : Sean Fitzpatrick "","" Walter Little "","" Justin Marshall .","TL;DR , Walter Little is a person entity ."
"New Zealand - Tries : Sean Fitzpatrick "","" Walter Little "","" Justin Marshall .","TL;DR , Justin Marshall is a person entity ."
"New Zealand - Tries : Sean Fitzpatrick "","" Walter Little "","" Justin Marshall .","TL;DR , Sean Fitzpatrick "","" Walter Little "","" is not a named entity ."
"New Zealand - Tries : Sean Fitzpatrick "","" Walter Little "","" Justin Marshall .","TL;DR , New is not a named entity ."
"New Zealand - Tries : Sean Fitzpatrick "","" Walter Little "","" Justin Marshall .","TL;DR , Tries : Sean Fitzpatrick "","" is not a named entity ."
"New Zealand - Tries : Sean Fitzpatrick "","" Walter Little "","" Justin Marshall .","TL;DR , - Tries : Sean Fitzpatrick "","" Walter Little is not a named entity ."
"New Zealand - Tries : Sean Fitzpatrick "","" Walter Little "","" Justin Marshall .","TL;DR , Zealand - Tries : Sean Fitzpatrick "","" Walter is not a named entity ."
"New Zealand - Tries : Sean Fitzpatrick "","" Walter Little "","" Justin Marshall .","TL;DR , Little "","" is not a named entity ."
"New Zealand - Tries : Sean Fitzpatrick "","" Walter Little "","" Justin Marshall .","TL;DR , "","" Walter Little "","" Justin Marshall . is not a named entity ."
"New Zealand - Tries : Sean Fitzpatrick "","" Walter Little "","" Justin Marshall .","TL;DR , Zealand - Tries is not a named entity ."
Conversions : Andrew Mehrtens ( 2 ) .,"TL;DR , Andrew Mehrtens is a person entity ."
Conversions : Andrew Mehrtens ( 2 ) .,"TL;DR , : Andrew Mehrtens ( 2 ) is not a named entity ."
Conversions : Andrew Mehrtens ( 2 ) .,"TL;DR , Andrew Mehrtens ( 2 ) is not a named entity ."
Penalties : Mehrtens .,"TL;DR , Mehrtens is a person entity ."
Penalties : Mehrtens .,"TL;DR , Penalties is not a named entity ."
Penalties : Mehrtens .,"TL;DR , Mehrtens . is not a named entity ."
New Zealand win test series 2-1 .,"TL;DR , New Zealand is a location entity ."
New Zealand win test series 2-1 .,"TL;DR , series 2-1 . is not a named entity ."
New Zealand win test series 2-1 .,"TL;DR , win test is not a named entity ."
SOCCER - MAURITANIA DISSOLVES NATIONAL TEAM AFTER CUP EXIT .,"TL;DR , MAURITANIA is a location entity ."
SOCCER - MAURITANIA DISSOLVES NATIONAL TEAM AFTER CUP EXIT .,"TL;DR , CUP is an other entity ."
SOCCER - MAURITANIA DISSOLVES NATIONAL TEAM AFTER CUP EXIT .,"TL;DR , NATIONAL is not a named entity ."
SOCCER - MAURITANIA DISSOLVES NATIONAL TEAM AFTER CUP EXIT .,"TL;DR , SOCCER - is not a named entity ."
SOCCER - MAURITANIA DISSOLVES NATIONAL TEAM AFTER CUP EXIT .,"TL;DR , NATIONAL TEAM is not a named entity ."
SOCCER - MAURITANIA DISSOLVES NATIONAL TEAM AFTER CUP EXIT .,"TL;DR , MAURITANIA DISSOLVES NATIONAL TEAM is not a named entity ."
NOUAKCHOTT 1996-08-31,"TL;DR , NOUAKCHOTT is a location entity ."
NOUAKCHOTT 1996-08-31,"TL;DR , 1996-08-31 is not a named entity ."
NOUAKCHOTT 1996-08-31,"TL;DR , NOUAKCHOTT 1996-08-31 is not a named entity ."
Mauritania 's soccer federation dissolved the national team and suspended this season 's domestic championship on Saturday in the wake of the country 's failure to qualify for the African Nations ' Cup .,"TL;DR , Mauritania is a location entity ."
Mauritania 's soccer federation dissolved the national team and suspended this season 's domestic championship on Saturday in the wake of the country 's failure to qualify for the African Nations ' Cup .,"TL;DR , African Nations ' Cup is an other entity ."
Mauritania 's soccer federation dissolved the national team and suspended this season 's domestic championship on Saturday in the wake of the country 's failure to qualify for the African Nations ' Cup .,"TL;DR , national is not a named entity ."
Mauritania 's soccer federation dissolved the national team and suspended this season 's domestic championship on Saturday in the wake of the country 's failure to qualify for the African Nations ' Cup .,"TL;DR , 's soccer federation dissolved the national is not a named entity ."
Mauritania 's soccer federation dissolved the national team and suspended this season 's domestic championship on Saturday in the wake of the country 's failure to qualify for the African Nations ' Cup .,"TL;DR , country 's is not a named entity ."
Mauritania 's soccer federation dissolved the national team and suspended this season 's domestic championship on Saturday in the wake of the country 's failure to qualify for the African Nations ' Cup .,"TL;DR , 's domestic championship on Saturday in is not a named entity ."
""""""""" Since Mauritania has been eliminated on all fronts and the next commitments are not for another two years "","" we have reason to take a break "","" """""""" federation president Mohamed Lemine Cheiguer said .","TL;DR , Mauritania is a location entity ."
""""""""" Since Mauritania has been eliminated on all fronts and the next commitments are not for another two years "","" we have reason to take a break "","" """""""" federation president Mohamed Lemine Cheiguer said .","TL;DR , Mohamed Lemine Cheiguer is a person entity ."
""""""""" Since Mauritania has been eliminated on all fronts and the next commitments are not for another two years "","" we have reason to take a break "","" """""""" federation president Mohamed Lemine Cheiguer said .","TL;DR , next commitments are not for another two years is not a named entity ."
""""""""" Since Mauritania has been eliminated on all fronts and the next commitments are not for another two years "","" we have reason to take a break "","" """""""" federation president Mohamed Lemine Cheiguer said .","TL;DR , not for another two years is not a named entity ."
""""""""" Since Mauritania has been eliminated on all fronts and the next commitments are not for another two years "","" we have reason to take a break "","" """""""" federation president Mohamed Lemine Cheiguer said .","TL;DR , federation president Mohamed Lemine is not a named entity ."
""""""""" Since Mauritania has been eliminated on all fronts and the next commitments are not for another two years "","" we have reason to take a break "","" """""""" federation president Mohamed Lemine Cheiguer said .","TL;DR , take a break "","" """""""" federation president Mohamed is not a named entity ."
The North Africans were held to a goalless draw by Benin on Friday after losing the first leg of their qualifying tie 4-1 .,"TL;DR , North Africans is an other entity ."
The North Africans were held to a goalless draw by Benin on Friday after losing the first leg of their qualifying tie 4-1 .,"TL;DR , Benin is a location entity ."
The North Africans were held to a goalless draw by Benin on Friday after losing the first leg of their qualifying tie 4-1 .,"TL;DR , Friday after losing the first is not a named entity ."
The North Africans were held to a goalless draw by Benin on Friday after losing the first leg of their qualifying tie 4-1 .,"TL;DR , by Benin is not a named entity ."
The North Africans were held to a goalless draw by Benin on Friday after losing the first leg of their qualifying tie 4-1 .,"TL;DR , first leg of is not a named entity ."
The North Africans were held to a goalless draw by Benin on Friday after losing the first leg of their qualifying tie 4-1 .,"TL;DR , a goalless draw by Benin is not a named entity ."
SOCCER - MAURITANIA DRAW WITH BENIN IN AFRICAN NATIONS CUP .,"TL;DR , MAURITANIA is a location entity ."
SOCCER - MAURITANIA DRAW WITH BENIN IN AFRICAN NATIONS CUP .,"TL;DR , BENIN is a location entity ."
SOCCER - MAURITANIA DRAW WITH BENIN IN AFRICAN NATIONS CUP .,"TL;DR , AFRICAN NATIONS CUP is an other entity ."
SOCCER - MAURITANIA DRAW WITH BENIN IN AFRICAN NATIONS CUP .,"TL;DR , WITH BENIN IN AFRICAN NATIONS CUP is not a named entity ."
SOCCER - MAURITANIA DRAW WITH BENIN IN AFRICAN NATIONS CUP .,"TL;DR , MAURITANIA DRAW is not a named entity ."
SOCCER - MAURITANIA DRAW WITH BENIN IN AFRICAN NATIONS CUP .,"TL;DR , MAURITANIA DRAW WITH BENIN IN AFRICAN is not a named entity ."
SOCCER - MAURITANIA DRAW WITH BENIN IN AFRICAN NATIONS CUP .,"TL;DR , BENIN IN AFRICAN NATIONS is not a named entity ."
SOCCER - MAURITANIA DRAW WITH BENIN IN AFRICAN NATIONS CUP .,"TL;DR , . is not a named entity ."
SOCCER - MAURITANIA DRAW WITH BENIN IN AFRICAN NATIONS CUP .,"TL;DR , CUP is not a named entity ."
NOUAKCHOTT 1996-08-31,"TL;DR , NOUAKCHOTT is a location entity ."
NOUAKCHOTT 1996-08-31,"TL;DR , NOUAKCHOTT 1996-08-31 is not a named entity ."
NOUAKCHOTT 1996-08-31,"TL;DR , 1996-08-31 is not a named entity ."
"Mauritania drew 0-0 with Benin in their African Nations Cup preliminary round "","" second leg soccer match on Friday .","TL;DR , Mauritania is a location entity ."
"Mauritania drew 0-0 with Benin in their African Nations Cup preliminary round "","" second leg soccer match on Friday .","TL;DR , Benin is a location entity ."
"Mauritania drew 0-0 with Benin in their African Nations Cup preliminary round "","" second leg soccer match on Friday .","TL;DR , African Nations Cup is an other entity ."
"Mauritania drew 0-0 with Benin in their African Nations Cup preliminary round "","" second leg soccer match on Friday .","TL;DR , Nations Cup preliminary is not a named entity ."
"Mauritania drew 0-0 with Benin in their African Nations Cup preliminary round "","" second leg soccer match on Friday .","TL;DR , on is not a named entity ."
"Mauritania drew 0-0 with Benin in their African Nations Cup preliminary round "","" second leg soccer match on Friday .","TL;DR , 0-0 with is not a named entity ."
"Mauritania drew 0-0 with Benin in their African Nations Cup preliminary round "","" second leg soccer match on Friday .","TL;DR , Cup preliminary round "","" is not a named entity ."
"Mauritania drew 0-0 with Benin in their African Nations Cup preliminary round "","" second leg soccer match on Friday .","TL;DR , soccer match on Friday is not a named entity ."
"Mauritania drew 0-0 with Benin in their African Nations Cup preliminary round "","" second leg soccer match on Friday .","TL;DR , Nations Cup preliminary round "","" is not a named entity ."
Benin won 4-1 on aggregate .,"TL;DR , Benin is a location entity ."
Benin won 4-1 on aggregate .,"TL;DR , Benin won 4-1 on is not a named entity ."
Benin won 4-1 on aggregate .,"TL;DR , 4-1 on is not a named entity ."
SOCCER - YUGOSLAV LEAGUE RESULTS / STANDINGS .,"TL;DR , YUGOSLAV is an other entity ."
SOCCER - YUGOSLAV LEAGUE RESULTS / STANDINGS .,"TL;DR , / is not a named entity ."
SOCCER - YUGOSLAV LEAGUE RESULTS / STANDINGS .,"TL;DR , RESULTS is not a named entity ."
BELGRADE 1996-08-31,"TL;DR , BELGRADE is a location entity ."
BELGRADE 1996-08-31,"TL;DR , BELGRADE 1996-08-31 is not a named entity ."
BELGRADE 1996-08-31,"TL;DR , 1996-08-31 is not a named entity ."
Results of Yugoslav league,"TL;DR , Yugoslav is an other entity ."
Results of Yugoslav league,"TL;DR , Results is not a named entity ."
Results of Yugoslav league,"TL;DR , of is not a named entity ."
Hajduk 2 Proleter ( Z ) 0,"TL;DR , Hajduk is an organization entity ."
Hajduk 2 Proleter ( Z ) 0,"TL;DR , Proleter ( Z ) is an organization entity ."
Hajduk 2 Proleter ( Z ) 0,"TL;DR , 2 Proleter ( Z is not a named entity ."
Hajduk 2 Proleter ( Z ) 0,"TL;DR , ( Z ) is not a named entity ."
Hajduk 2 Proleter ( Z ) 0,"TL;DR , 2 Proleter ( Z ) is not a named entity ."
Hajduk 2 Proleter ( Z ) 0,"TL;DR , Z ) is not a named entity ."
Zemun 1 Rad ( B ) 0,"TL;DR , Zemun is an organization entity ."
Zemun 1 Rad ( B ) 0,"TL;DR , Rad is an organization entity ."
Zemun 1 Rad ( B ) 0,"TL;DR , Zemun 1 Rad ( B ) is not a named entity ."
Zemun 1 Rad ( B ) 0,"TL;DR , 1 Rad ( B is not a named entity ."
Zemun 1 Rad ( B ) 0,"TL;DR , ) 0 is not a named entity ."
Zemun 1 Rad ( B ) 0,"TL;DR , Zemun 1 Rad ( B ) 0 is not a named entity ."
Borac 1 Mladost ( L ) 2,"TL;DR , Borac is an organization entity ."
Borac 1 Mladost ( L ) 2,"TL;DR , Mladost ( L ) is an organization entity ."
Borac 1 Mladost ( L ) 2,"TL;DR , Borac 1 is not a named entity ."
Borac 1 Mladost ( L ) 2,"TL;DR , ) 2 is not a named entity ."
Borac 1 Mladost ( L ) 2,"TL;DR , Mladost ( L ) 2 is not a named entity ."
Borac 1 Mladost ( L ) 2,"TL;DR , Borac 1 Mladost is not a named entity ."
Cukaricki 1 Vojvodina 0,"TL;DR , Cukaricki is an organization entity ."
Cukaricki 1 Vojvodina 0,"TL;DR , Vojvodina is an organization entity ."
Cukaricki 1 Vojvodina 0,"TL;DR , Cukaricki 1 Vojvodina is not a named entity ."
Cukaricki 1 Vojvodina 0,"TL;DR , Vojvodina 0 is not a named entity ."
Cukaricki 1 Vojvodina 0,"TL;DR , 1 Vojvodina 0 is not a named entity ."
Cukaricki 1 Vojvodina 0,"TL;DR , Cukaricki 1 Vojvodina 0 is not a named entity ."
Buducnost 1 Red Star 3,"TL;DR , Buducnost is an organization entity ."
Buducnost 1 Red Star 3,"TL;DR , Red Star is an organization entity ."
Buducnost 1 Red Star 3,"TL;DR , Buducnost 1 Red Star 3 is not a named entity ."
Buducnost 1 Red Star 3,"TL;DR , 1 Red Star is not a named entity ."
Buducnost 1 Red Star 3,"TL;DR , 1 Red Star 3 is not a named entity ."
Buducnost 1 Red Star 3,"TL;DR , 1 is not a named entity ."
Partizan 6 Becej 0,"TL;DR , Partizan is an organization entity ."
Partizan 6 Becej 0,"TL;DR , Becej is an organization entity ."
Partizan 6 Becej 0,"TL;DR , 0 is not a named entity ."
Partizan 6 Becej 0,"TL;DR , 6 Becej is not a named entity ."
Partizan 6 Becej 0,"TL;DR , Partizan 6 Becej 0 is not a named entity ."
Partizan 6 Becej 0,"TL;DR , Partizan 6 is not a named entity ."
Red Star 4 4 0 0 9 3 12,"TL;DR , Red Star is an organization entity ."
Red Star 4 4 0 0 9 3 12,"TL;DR , 4 0 is not a named entity ."
Red Star 4 4 0 0 9 3 12,"TL;DR , Star 4 4 0 0 is not a named entity ."
Partizan 4 3 1 0 13 3 10,"TL;DR , Partizan is an organization entity ."
Partizan 4 3 1 0 13 3 10,"TL;DR , Partizan 4 3 is not a named entity ."
Partizan 4 3 1 0 13 3 10,"TL;DR , 3 1 0 13 3 10 is not a named entity ."
Mladost ( L ) 4 2 1 1 8 5 7,"TL;DR , Mladost ( L ) is an organization entity ."
Mladost ( L ) 4 2 1 1 8 5 7,"TL;DR , 1 8 5 7 is not a named entity ."
Mladost ( L ) 4 2 1 1 8 5 7,"TL;DR , L ) 4 2 1 is not a named entity ."
Vojvodina 4 2 1 1 5 3 7,"TL;DR , Vojvodina is an organization entity ."
Vojvodina 4 2 1 1 5 3 7,"TL;DR , 2 1 1 5 3 is not a named entity ."
Vojvodina 4 2 1 1 5 3 7,"TL;DR , 2 is not a named entity ."
Becej 4 2 1 1 5 7 7,"TL;DR , Becej is an organization entity ."
Becej 4 2 1 1 5 7 7,"TL;DR , 2 1 1 5 7 is not a named entity ."
Becej 4 2 1 1 5 7 7,"TL;DR , 4 2 1 is not a named entity ."
Hajduk 4 2 0 2 5 3 6,"TL;DR , Hajduk is an organization entity ."
Hajduk 4 2 0 2 5 3 6,"TL;DR , 4 2 0 2 5 is not a named entity ."
Hajduk 4 2 0 2 5 3 6,"TL;DR , 4 2 is not a named entity ."
Cukaricki 4 2 0 2 6 6 6,"TL;DR , Cukaricki is an organization entity ."
Cukaricki 4 2 0 2 6 6 6,"TL;DR , 2 0 2 is not a named entity ."
Cukaricki 4 2 0 2 6 6 6,"TL;DR , Cukaricki 4 2 0 2 6 6 6 is not a named entity ."
Zemun 4 1 2 1 3 3 5,"TL;DR , Zemun is an organization entity ."
Zemun 4 1 2 1 3 3 5,"TL;DR , 4 1 2 1 3 3 5 is not a named entity ."
Zemun 4 1 2 1 3 3 5,"TL;DR , 1 2 1 is not a named entity ."
Rad ( B ) 4 1 1 2 2 3 4,"TL;DR , Rad ( B ) is an organization entity ."
Rad ( B ) 4 1 1 2 2 3 4,"TL;DR , ) 4 1 is not a named entity ."
Rad ( B ) 4 1 1 2 2 3 4,"TL;DR , B is not a named entity ."
Buducnost 4 1 0 3 4 8 3,"TL;DR , Buducnost is an organization entity ."
Buducnost 4 1 0 3 4 8 3,"TL;DR , 0 3 4 8 is not a named entity ."
Buducnost 4 1 0 3 4 8 3,"TL;DR , 4 1 0 is not a named entity ."
Proleter ( Z ) 4 0 1 3 2 9 1,"TL;DR , Proleter ( Z ) is an organization entity ."
Proleter ( Z ) 4 0 1 3 2 9 1,"TL;DR , 4 0 1 3 2 9 1 is not a named entity ."
Proleter ( Z ) 4 0 1 3 2 9 1,"TL;DR , Proleter ( Z ) 4 0 1 3 is not a named entity ."
Borac 4 0 0 4 1 10 0,"TL;DR , Borac is an organization entity ."
Borac 4 0 0 4 1 10 0,"TL;DR , 0 is not a named entity ."
Borac 4 0 0 4 1 10 0,"TL;DR , 0 4 1 10 is not a named entity ."
Sloboda 4 Mladost ( BJ ) 0,"TL;DR , Sloboda is an organization entity ."
Sloboda 4 Mladost ( BJ ) 0,"TL;DR , Mladost ( BJ ) is an organization entity ."
Sloboda 4 Mladost ( BJ ) 0,"TL;DR , Sloboda 4 Mladost ( is not a named entity ."
Sloboda 4 Mladost ( BJ ) 0,"TL;DR , Mladost ( BJ is not a named entity ."
Sloboda 4 Mladost ( BJ ) 0,"TL;DR , 4 Mladost is not a named entity ."
Sloboda 4 Mladost ( BJ ) 0,"TL;DR , 4 Mladost ( BJ is not a named entity ."
Buducnost ( V ) 0 OFK Beograd 1,"TL;DR , Buducnost ( V ) is an organization entity ."
Buducnost ( V ) 0 OFK Beograd 1,"TL;DR , OFK Beograd is an organization entity ."
Buducnost ( V ) 0 OFK Beograd 1,"TL;DR , V ) 0 OFK Beograd is not a named entity ."
Buducnost ( V ) 0 OFK Beograd 1,"TL;DR , ( V ) is not a named entity ."
Buducnost ( V ) 0 OFK Beograd 1,"TL;DR , ( V ) 0 OFK Beograd 1 is not a named entity ."
Buducnost ( V ) 0 OFK Beograd 1,"TL;DR , Buducnost ( V ) 0 OFK Beograd 1 is not a named entity ."
Rudar 0 OFK Kikinda 1,"TL;DR , Rudar is an organization entity ."
Rudar 0 OFK Kikinda 1,"TL;DR , OFK Kikinda is an organization entity ."
Rudar 0 OFK Kikinda 1,"TL;DR , Kikinda 1 is not a named entity ."
Rudar 0 OFK Kikinda 1,"TL;DR , 0 is not a named entity ."
Rudar 0 OFK Kikinda 1,"TL;DR , OFK Kikinda 1 is not a named entity ."
Rudar 0 OFK Kikinda 1,"TL;DR , Rudar 0 OFK Kikinda is not a named entity ."
Obilic 2 Zeleznik ( B ) 0,"TL;DR , Obilic is an organization entity ."
Obilic 2 Zeleznik ( B ) 0,"TL;DR , Zeleznik ( B ) is an organization entity ."
Obilic 2 Zeleznik ( B ) 0,"TL;DR , ) 0 is not a named entity ."
Obilic 2 Zeleznik ( B ) 0,"TL;DR , B ) is not a named entity ."
Obilic 2 Zeleznik ( B ) 0,"TL;DR , 2 is not a named entity ."
Obilic 2 Zeleznik ( B ) 0,"TL;DR , Obilic 2 Zeleznik ( B ) 0 is not a named entity ."
Sutjeska 1 Loznica 0,"TL;DR , Sutjeska is an organization entity ."
Sutjeska 1 Loznica 0,"TL;DR , Loznica is an organization entity ."
Sutjeska 1 Loznica 0,"TL;DR , Sutjeska 1 Loznica 0 is not a named entity ."
Sutjeska 1 Loznica 0,"TL;DR , Loznica 0 is not a named entity ."
Sutjeska 1 Loznica 0,"TL;DR , Sutjeska 1 is not a named entity ."
Sutjeska 1 Loznica 0,"TL;DR , 1 Loznica 0 is not a named entity ."
Radnicki ( N ) - Spartak ( to be played on Sunday ),"TL;DR , Radnicki ( N ) is an organization entity ."
Radnicki ( N ) - Spartak ( to be played on Sunday ),"TL;DR , Spartak is an organization entity ."
Radnicki ( N ) - Spartak ( to be played on Sunday ),"TL;DR , to be played on Sunday is not a named entity ."
Radnicki ( N ) - Spartak ( to be played on Sunday ),"TL;DR , to be played is not a named entity ."
Radnicki ( N ) - Spartak ( to be played on Sunday ),"TL;DR , Radnicki ( is not a named entity ."
Radnicki ( N ) - Spartak ( to be played on Sunday ),"TL;DR , Sunday is not a named entity ."
Obilic 4 4 0 0 10 1 12,"TL;DR , Obilic is an organization entity ."
Obilic 4 4 0 0 10 1 12,"TL;DR , 4 0 0 10 1 is not a named entity ."
Obilic 4 4 0 0 10 1 12,"TL;DR , Obilic 4 4 0 0 10 is not a named entity ."
OFK Kikinda 4 3 0 1 8 3 9,"TL;DR , OFK Kikinda is an organization entity ."
OFK Kikinda 4 3 0 1 8 3 9,"TL;DR , Kikinda is not a named entity ."
OFK Kikinda 4 3 0 1 8 3 9,"TL;DR , 0 1 8 3 9 is not a named entity ."
Sutjeska 4 3 0 1 7 5 9,"TL;DR , Sutjeska is an organization entity ."
Sutjeska 4 3 0 1 7 5 9,"TL;DR , Sutjeska 4 3 0 1 is not a named entity ."
Sutjeska 4 3 0 1 7 5 9,"TL;DR , 4 3 0 1 7 is not a named entity ."
